sensor_id,lat,lon,pressure,temperature,humidity
3472,42.669,23.318,94600.45,16.58,77.12
4469,42.665,23.293,94662.98,31.45,26.92
3102,42.665,23.392,94688.8,20.69,67.5
2294,42.645,23.265,92585.83,23.22,52.04
2228,42.693,23.333,94934.25,32.99,37.92
2232,42.685,23.301,95013.48,25.96,61.05
2234,42.685,23.356,94303.42,30.6,39.35
2607,42.66,23.319,95247.03,25.07,45.59
3092,42.666,23.284,94652.42,20.25,0.0
3092,42.666,23.284,94408.66,19.58,0.0
3558,42.671,23.364,95149.36,36.45,18.31
3474,42.68,23.293,95236.75,21.27,61.67
2607,42.66,23.319,94417.61,37.42,22.16
4358,42.703,23.373,94662.48,17.87,88.37
2038,42.694,23.32,94722.11,21.03,69.09
2232,42.685,23.301,93802.23,28.96,38.96
2224,42.651,23.335,94492.06,29.65,29.66
3982,42.654,23.33,94364.64,25.75,0.0
2292,42.663,23.273,94184.4,22.83,42.15
3096,42.7,23.36,95276.19,23.55,45.05
2264,42.671,23.31,95371.41,18.06,68.09
2323,42.686,23.4,94709.16,16.88,91.22
4358,42.703,23.373,95798.92,28.53,37.99
2036,42.657,23.349,94923.79,18.05,73.36
2036,42.657,23.349,94391.16,33.87,25.16
2234,42.685,23.356,95166.18,30.65,32.77
2323,42.686,23.4,95338.41,32.92,31.58
3982,42.654,23.33,94774.53,29.16,0.0
3642,42.694,23.36,95213.85,17.63,78.17
3836,42.702,23.371,95677.07,25.8,47.11
2036,42.657,23.349,95353.13,13.73,79.42
1954,42.704,23.354,94937.49,24.25,42.14
1764,42.622,23.366,93425.39,21.36,55.53
1954,42.704,23.354,95930.28,22.43,52.95
1850,42.677,23.311,94243.59,18.47,77.78
3512,42.683,23.335,95137.56,29.19,53.07
2294,42.645,23.265,92941.5,16.57,75.71
2232,42.685,23.301,94932.28,30.07,43.36
2294,42.645,23.265,93146.63,20.77,52.71
3092,42.666,23.284,93825.01,19.2,0.0
1850,42.677,23.311,94756.23,19.89,56.77
1850,42.677,23.311,94459.55,32.08,42.4
2228,42.693,23.333,95255.68,29.87,37.29
2323,42.686,23.4,94989.53,24.1,43.25
3296,42.671,23.325,94894.74,47.21,10.52
2038,42.694,23.32,95609.92,28.49,31.98
3438,42.738,23.293,95669.14,20.17,56.78
3092,42.666,23.284,94959.83,28.38,37.61
2228,42.693,23.333,95176.93,20.35,50.17
3428,42.624,23.406,94669.68,25.52,44.06
3982,42.654,23.33,94504.47,34.25,0.0
1954,42.704,23.354,95725.17,31.98,32.42
2234,42.685,23.356,95606.83,25.51,42.78
2266,42.738,23.272,95685.75,22.04,77.23
2266,42.738,23.272,95996.86,22.01,58.06
2264,42.671,23.31,95158.94,17.5,78.1
3642,42.694,23.36,94673.78,28.37,38.69
2607,42.66,23.319,94919.08,21.17,67.93
2228,42.693,23.333,95301.11,18.86,65.04
3432,42.71,23.419,95764.14,17.86,82.83
2040,42.686,23.351,94952.01,25.79,46.54
1962,42.69,23.324,95342.9,20.89,60.88
3620,42.678,23.254,94873.49,20.25,70.72
2323,42.686,23.4,95380.88,31.43,27.57
1962,42.69,23.324,94371.23,28.16,40.36
2294,42.645,23.265,92669.17,22.87,49.94
2230,42.692,23.332,94969.92,31.53,37.37
3474,42.68,23.293,94785.24,31.87,30.22
3982,42.654,23.33,95157.09,19.8,0.0
3500,42.703,23.349,94361.66,28.0,48.89
2038,42.694,23.32,95483.91,32.26,30.89
4473,42.625,23.321,93311.63,31.1,28.23
2230,42.692,23.332,94147.22,27.59,44.22
2323,42.686,23.4,95493.65,32.31,31.22
2294,42.645,23.265,93247.39,27.14,38.01
2264,42.671,23.31,94314.09,20.38,74.91
3102,42.665,23.392,94886.11,25.17,38.69
2232,42.685,23.301,95264.95,28.8,32.31
3558,42.671,23.364,94373.94,21.68,44.18
2228,42.693,23.333,95155.14,35.21,33.59
3102,42.665,23.392,94863.57,20.14,68.02
2232,42.685,23.301,95080.78,30.98,30.36
3436,42.693,23.359,94429.22,23.99,52.91
2264,42.671,23.31,94149.09,24.01,59.21
2294,42.645,23.265,93064.19,40.63,17.83
2216,42.664,23.373,94990.34,28.83,48.1
3428,42.624,23.406,95040.0,31.74,30.13
1952,42.709,23.398,95674.7,16.11,89.19
4469,42.665,23.293,93492.84,27.52,43.48
2232,42.685,23.301,94992.71,33.42,25.28
2038,42.694,23.32,95855.08,20.19,59.3
2038,42.694,23.32,95040.91,30.79,29.58
4558,42.706,23.38,94992.54,16.17,70.79
3836,42.702,23.371,95727.25,27.99,35.48
3436,42.693,23.359,95403.41,17.04,78.13
3472,42.669,23.318,94377.8,22.88,59.2
2224,42.651,23.335,94087.94,39.26,20.55
1846,42.64,23.31,93036.75,15.83,100.0
3102,42.665,23.392,95708.41,25.38,38.69
1954,42.704,23.354,95356.34,38.65,24.42
2036,42.657,23.349,94395.85,24.81,47.47
3102,42.665,23.392,95620.34,20.05,54.69
1846,42.64,23.31,94005.64,14.18,93.47
2264,42.671,23.31,94930.36,28.25,49.8
2262,42.691,23.324,95064.07,33.24,26.98
3500,42.703,23.349,95717.27,18.07,67.39
2232,42.685,23.301,95230.67,22.75,54.42
3296,42.671,23.325,94680.05,37.67,29.27
3968,42.689,23.357,95274.08,23.44,59.95
1850,42.677,23.311,94976.66,30.76,31.15
3102,42.665,23.392,94187.4,36.32,21.58
3982,42.654,23.33,94865.09,24.08,0.0
1846,42.64,23.31,93347.87,16.43,63.3
3620,42.678,23.254,93773.28,17.55,88.92
3092,42.666,23.284,94513.44,23.46,0.0
3102,42.665,23.392,95148.78,40.87,15.41
3836,42.702,23.371,95446.45,24.25,49.93
2224,42.651,23.335,94779.05,17.42,73.17
3096,42.7,23.36,95531.56,30.04,29.57
2040,42.686,23.351,95833.06,23.76,55.15
2266,42.738,23.272,95599.12,34.63,34.83
2230,42.692,23.332,95586.24,26.72,38.13
2224,42.651,23.335,94337.92,28.29,37.57
3438,42.738,23.293,95429.6,28.04,39.57
4473,42.625,23.321,92387.34,36.89,32.7
3558,42.671,23.364,95352.71,21.89,57.09
2264,42.671,23.31,94562.41,32.14,33.85
3472,42.669,23.318,94646.75,21.91,68.66
3836,42.702,23.371,96038.73,19.23,66.33
2262,42.691,23.324,95570.03,27.47,34.86
3472,42.669,23.318,94798.28,24.79,51.77
2230,42.692,23.332,95230.56,19.1,78.97
2292,42.663,23.273,93899.72,19.34,79.86
2230,42.692,23.332,94509.36,24.8,54.13
2224,42.651,23.335,93906.0,29.5,36.64
2266,42.738,23.272,94895.83,17.19,94.08
2266,42.738,23.272,95513.91,34.35,27.48
3428,42.624,23.406,94445.91,28.41,32.05
3096,42.7,23.36,95369.77,32.2,25.19
3436,42.693,23.359,94955.52,23.91,60.99
3558,42.671,23.364,94220.39,18.45,78.54
2228,42.693,23.333,94618.75,19.0,74.8
2294,42.645,23.265,93215.3,26.12,42.73
2040,42.686,23.351,117638.84,-145.12,100.0
2232,42.685,23.301,95100.16,23.36,61.25
2262,42.691,23.324,95310.84,41.03,21.17
2294,42.645,23.265,93142.77,23.52,50.7
3102,42.665,23.392,95592.61,19.62,57.07
1846,42.64,23.31,94151.8,17.95,84.73
3982,42.654,23.33,94815.05,21.41,0.0
4467,42.665,23.278,95092.29,24.88,47.47
3432,42.71,23.419,95338.0,23.97,55.15
2264,42.671,23.31,95244.67,23.16,64.66
2216,42.664,23.373,95162.63,21.52,77.68
3432,42.71,23.419,95909.73,17.36,76.06
2230,42.692,23.332,95109.09,19.68,81.22
3092,42.666,23.284,94175.33,18.33,63.19
1764,42.622,23.366,93844.24,24.94,41.82
1952,42.709,23.398,95514.77,18.14,57.65
2232,42.685,23.301,95265.41,24.55,45.56
3642,42.694,23.36,95594.61,27.65,41.77
2262,42.691,23.324,95595.39,28.35,34.57
3836,42.702,23.371,95963.43,30.7,25.13
1962,42.69,23.324,95184.7,40.71,23.16
1850,42.677,23.311,95028.01,19.45,67.79
1962,42.69,23.324,94781.43,33.93,35.05
1850,42.677,23.311,95134.91,23.97,56.28
3102,42.665,23.392,94508.16,25.39,44.4
2264,42.671,23.31,94434.56,20.54,74.49
4473,42.625,23.321,93497.09,19.59,62.02
3512,42.683,23.335,94899.71,19.66,79.35
3472,42.669,23.318,94751.17,16.91,73.72
2230,42.692,23.332,95385.62,24.15,50.6
3968,42.689,23.357,95018.03,27.82,50.75
3620,42.678,23.254,94700.84,29.91,42.75
2232,42.685,23.301,95221.98,22.34,55.75
3472,42.669,23.318,94858.02,28.85,31.79
2264,42.671,23.31,95290.56,32.03,27.71
3102,42.665,23.392,95386.2,37.94,21.03
2232,42.685,23.301,95189.64,33.31,36.23
3500,42.703,23.349,95044.91,24.06,63.06
3738,42.7,23.332,95460.7,28.65,43.87
2264,42.671,23.31,94386.89,38.93,21.89
3512,42.683,23.335,95313.53,20.83,80.24
2607,42.66,23.319,94749.5,22.22,54.3
1846,42.64,23.31,93472.44,20.27,58.24
2294,42.645,23.265,93119.58,18.17,66.39
4358,42.703,23.373,0.0,0.0,0.0
3436,42.693,23.359,95753.61,20.95,56.62
2234,42.685,23.356,95364.74,30.78,28.05
1764,42.622,23.366,94649.78,32.24,33.63
2232,42.685,23.301,94597.12,24.88,52.72
2232,42.685,23.301,94280.25,20.57,63.22
2234,42.685,23.356,95160.67,35.56,27.43
3432,42.71,23.419,96029.22,28.96,37.87
3620,42.678,23.254,94538.84,26.09,64.07
3836,42.702,23.371,95672.22,20.05,65.23
2232,42.685,23.301,95464.86,18.52,63.94
1846,42.64,23.31,93526.91,24.47,47.56
2607,42.66,23.319,95098.52,24.68,49.93
2228,42.693,23.333,95053.25,24.69,57.47
2036,42.657,23.349,94921.78,15.95,76.52
2234,42.685,23.356,95323.67,28.93,34.41
2264,42.671,23.31,95485.75,22.24,65.12
2036,42.657,23.349,95371.55,18.99,61.75
4358,42.703,23.373,95526.28,23.53,55.45
3620,42.678,23.254,94859.12,34.15,39.89
2262,42.691,23.324,94325.77,19.3,75.05
3738,42.7,23.332,95508.42,29.31,41.93
3512,42.683,23.335,95288.53,41.99,21.04
2607,42.66,23.319,94386.3,29.42,43.33
3432,42.71,23.419,95989.22,30.23,25.1
3472,42.669,23.318,94928.13,22.26,54.82
3836,42.702,23.371,95752.4,19.46,68.75
3982,42.654,23.33,94874.81,23.83,0.0
3432,42.71,23.419,95773.5,25.43,56.3
3836,42.702,23.371,94582.05,19.82,84.97
4475,42.654,23.316,93680.61,18.75,78.06
3500,42.703,23.349,95052.06,41.94,13.88
2036,42.657,23.349,95011.25,14.33,87.42
1850,42.677,23.311,95573.5,23.86,50.66
2294,42.645,23.265,92959.59,18.64,69.71
2230,42.692,23.332,95527.16,26.94,39.7
3428,42.624,23.406,94353.92,38.47,19.04
3738,42.7,23.332,95507.88,21.17,56.63
1954,42.704,23.354,95232.35,38.24,27.44
3500,42.703,23.349,95390.56,20.45,72.73
4475,42.654,23.316,94713.98,18.09,66.05
3102,42.665,23.392,95641.36,36.39,25.02
3436,42.693,23.359,95241.61,29.69,33.59
3982,42.654,23.33,94467.29,24.02,0.0
4471,42.698,23.291,95531.64,25.7,47.81
2232,42.685,23.301,94317.02,34.23,36.29
2292,42.663,23.273,94445.6,32.74,26.03
1764,42.622,23.366,93759.64,25.82,43.49
2323,42.686,23.4,95367.87,20.05,59.26
3436,42.693,23.359,95473.31,26.34,30.91
3836,42.702,23.371,95083.91,26.62,52.09
2607,42.66,23.319,94737.71,28.94,39.57
2264,42.671,23.31,95044.48,33.89,35.08
1962,42.69,23.324,94817.78,32.49,28.09
1954,42.704,23.354,94720.77,19.13,73.86
3096,42.7,23.36,94145.52,29.88,43.58
3096,42.7,23.36,95451.05,27.31,54.97
1962,42.69,23.324,95441.61,21.24,67.66
1850,42.677,23.311,95262.36,16.22,81.68
2294,42.645,23.265,92940.32,24.1,54.98
2262,42.691,23.324,95272.22,20.88,62.27
2038,42.694,23.32,95371.14,25.54,48.09
3474,42.68,23.293,94705.63,18.27,81.67
1846,42.64,23.31,93527.0,39.44,22.4
3096,42.7,23.36,94479.12,27.17,51.28
2228,42.693,23.333,95673.92,18.69,67.39
3436,42.693,23.359,95681.25,19.53,70.07
2036,42.657,23.349,95026.42,31.08,27.65
3500,42.703,23.349,95680.84,27.38,37.52
4471,42.698,23.291,94735.45,18.52,58.53
3500,42.703,23.349,94733.87,38.26,19.85
3428,42.624,23.406,94746.84,24.53,59.96
2036,42.657,23.349,95284.97,16.11,90.95
3620,42.678,23.254,94945.78,22.64,64.56
2228,42.693,23.333,95381.2,22.43,55.54
3428,42.624,23.406,94183.48,23.93,52.67
3512,42.683,23.335,94637.93,22.46,65.57
2266,42.738,23.272,95763.53,24.73,52.65
2224,42.651,23.335,94205.48,27.35,35.06
1962,42.69,23.324,95431.97,33.16,23.45
2232,42.685,23.301,95331.56,24.14,52.22
3982,42.654,23.33,93887.35,20.55,0.0
2224,42.651,23.335,94789.19,21.73,50.66
3092,42.666,23.284,94165.75,18.47,0.0
3432,42.71,23.419,95665.22,19.7,78.04
3500,42.703,23.349,95327.91,37.07,23.55
3500,42.703,23.349,95224.59,20.08,52.14
2294,42.645,23.265,92924.45,17.19,55.34
3512,42.683,23.335,95463.06,41.05,21.76
1850,42.677,23.311,93787.53,28.97,50.54
3512,42.683,23.335,94389.92,32.89,30.64
2216,42.664,23.373,95285.72,31.18,30.92
2036,42.657,23.349,95061.14,31.7,27.75
2234,42.685,23.356,95486.31,20.17,54.96
3836,42.702,23.371,95630.62,17.1,85.06
1764,42.622,23.366,94116.53,26.7,49.35
3836,42.702,23.371,95267.01,24.33,60.98
2294,42.645,23.265,92554.16,27.47,49.0
3836,42.702,23.371,95857.7,24.76,49.31
1954,42.704,23.354,95318.08,26.26,53.86
1846,42.64,23.31,92993.05,25.06,56.7
3432,42.71,23.419,95538.75,23.48,62.13
2234,42.685,23.356,94267.97,17.88,81.76
2036,42.657,23.349,94524.78,20.39,70.54
3982,42.654,23.33,94926.45,20.74,0.0
3102,42.665,23.392,94438.09,20.82,73.55
3432,42.71,23.419,95409.59,23.79,46.72
2230,42.692,23.332,95348.79,30.54,42.34
4467,42.665,23.278,93629.27,25.09,51.23
3836,42.702,23.371,95232.48,19.84,57.26
3620,42.678,23.254,93573.52,26.67,51.31
2323,42.686,23.4,95545.67,25.95,49.23
2292,42.663,23.273,94775.88,15.04,77.84
3500,42.703,23.349,94969.16,25.01,53.66
2232,42.685,23.301,95158.88,23.34,57.35
4608,42.708,23.308,95524.02,30.93,27.61
1952,42.709,23.398,95947.59,28.78,33.81
3620,42.678,23.254,94214.26,40.45,21.95
3474,42.68,23.293,94957.23,30.9,31.83
3500,42.703,23.349,95412.52,24.62,48.13
3438,42.738,23.293,95473.21,23.45,68.88
4358,42.703,23.373,94977.31,16.7,67.47
2266,42.738,23.272,94404.61,29.8,38.72
3296,42.671,23.325,95012.91,26.37,52.71
2224,42.651,23.335,95038.35,32.1,28.73
3558,42.671,23.364,95097.94,25.75,41.01
2262,42.691,23.324,95504.53,29.42,33.17
2230,42.692,23.332,95231.67,22.4,48.36
2262,42.691,23.324,95241.73,16.73,80.2
3642,42.694,23.36,94762.25,27.8,35.06
2294,42.645,23.265,92824.23,28.1,35.79
3512,42.683,23.335,94827.97,22.06,64.63
3296,42.671,23.325,94359.7,25.96,37.52
2234,42.685,23.356,95276.8,24.13,61.93
3092,42.666,23.284,94922.02,19.44,0.0
2230,42.692,23.332,94764.48,20.78,76.06
2234,42.685,23.356,94822.16,26.61,47.46
2234,42.685,23.356,94503.95,19.13,79.63
1954,42.704,23.354,95224.37,17.48,80.93
3472,42.669,23.318,94200.11,39.12,15.82
2230,42.692,23.332,94879.82,24.74,41.19
2230,42.692,23.332,95033.13,29.67,40.94
1954,42.704,23.354,95502.34,28.64,37.42
4358,42.703,23.373,0.0,0.0,0.0
4477,42.629,23.301,91551.11,16.47,84.07
3982,42.654,23.33,94356.84,20.48,0.0
1954,42.704,23.354,95056.66,18.69,58.11
2224,42.651,23.335,95098.34,25.92,37.5
3836,42.702,23.371,95461.62,22.41,50.47
3432,42.71,23.419,94746.41,19.14,86.62
3642,42.694,23.36,95146.01,27.44,42.62
3092,42.666,23.284,94235.11,36.55,0.0
3432,42.71,23.419,94782.23,27.32,47.52
2607,42.66,23.319,95027.17,18.78,67.06
1846,42.64,23.31,94220.17,15.36,71.81
2040,42.686,23.351,117638.84,-145.12,100.0
3102,42.665,23.392,95860.19,31.13,27.54
3326,42.662,23.368,94675.86,36.99,26.07
3438,42.738,23.293,95482.87,35.73,22.83
3500,42.703,23.349,95697.2,35.15,19.49
3096,42.7,23.36,95055.89,25.39,44.09
3836,42.702,23.371,94701.19,16.16,95.68
3102,42.665,23.392,95269.75,31.01,38.44
2216,42.664,23.373,94234.31,26.8,40.18
3438,42.738,23.293,95453.48,28.59,45.53
3102,42.665,23.392,95631.22,27.18,33.11
2234,42.685,23.356,95621.88,17.84,83.28
2266,42.738,23.272,95508.41,29.63,45.89
2230,42.692,23.332,94577.42,31.47,33.03
3296,42.671,23.325,94685.94,28.81,46.4
2262,42.691,23.324,95462.99,22.02,57.81
2294,42.645,23.265,93245.86,32.32,29.65
2232,42.685,23.301,95332.34,24.36,43.36
2323,42.686,23.4,95392.22,28.81,43.48
2040,42.686,23.351,117638.84,-145.12,100.0
2323,42.686,23.4,94813.75,30.9,31.86
2234,42.685,23.356,94782.78,24.65,40.77
1954,42.704,23.354,94978.57,31.34,38.29
2228,42.693,23.333,95171.59,30.48,30.99
4608,42.708,23.308,95036.73,25.99,38.65
1764,42.622,23.366,94515.09,18.96,74.09
2264,42.671,23.31,95402.76,17.89,67.92
2230,42.692,23.332,94559.03,22.42,64.32
2036,42.657,23.349,94707.5,26.08,51.87
3836,42.702,23.371,96160.31,14.95,85.26
1850,42.677,23.311,95309.68,26.8,51.91
3620,42.678,23.254,94813.0,26.81,55.51
2262,42.691,23.324,95191.63,30.69,40.44
2264,42.671,23.31,94910.44,29.81,46.37
3512,42.683,23.335,95779.13,24.84,47.92
1952,42.709,23.398,96012.77,33.42,30.39
1952,42.709,23.398,95720.0,19.82,66.71
1954,42.704,23.354,95445.2,31.13,28.57
3428,42.624,23.406,95016.28,24.77,50.72
2292,42.663,23.273,94489.62,22.68,39.85
3500,42.703,23.349,95493.56,24.03,52.63
3836,42.702,23.371,95258.22,19.3,59.67
2040,42.686,23.351,117638.84,-145.12,100.0
3836,42.702,23.371,95267.32,24.11,58.47
3642,42.694,23.36,94976.78,20.25,62.63
3472,42.669,23.318,94959.77,24.35,43.62
2607,42.66,23.319,93887.38,17.34,78.45
3472,42.669,23.318,95069.8,20.95,51.22
3436,42.693,23.359,95489.06,32.23,34.47
1952,42.709,23.398,95241.38,23.78,51.27
3096,42.7,23.36,94985.59,32.42,16.63
1952,42.709,23.398,95801.95,15.69,84.56
2216,42.664,23.373,94497.64,19.24,81.96
3102,42.665,23.392,94785.0,17.69,58.59
3472,42.669,23.318,93915.98,37.18,20.99
3436,42.693,23.359,94498.76,23.09,63.49
2216,42.664,23.373,95241.62,31.9,32.73
1850,42.677,23.311,95114.48,29.16,45.33
1962,42.69,23.324,95261.48,37.59,31.38
1764,42.622,23.366,94691.36,23.33,52.72
1962,42.69,23.324,95185.63,25.99,53.8
2607,42.66,23.319,94989.34,14.68,87.14
2262,42.691,23.324,95593.89,20.43,58.45
3836,42.702,23.371,96065.55,21.38,58.68
3512,42.683,23.335,94713.17,19.59,80.96
1764,42.622,23.366,93757.25,39.81,22.06
3438,42.738,23.293,95047.93,19.51,60.85
3428,42.624,23.406,95289.21,26.31,37.15
3296,42.671,23.325,94374.83,23.85,54.24
3836,42.702,23.371,94496.28,32.73,34.96
1962,42.69,23.324,95422.56,30.34,45.68
2607,42.66,23.319,95079.88,20.03,64.13
3472,42.669,23.318,94254.55,24.82,56.06
2216,42.664,23.373,95523.34,16.83,74.88
2232,42.685,23.301,94879.55,36.02,30.72
3096,42.7,23.36,95432.14,27.93,41.78
2292,42.663,23.273,94925.11,24.57,35.97
3982,42.654,23.33,94993.75,22.84,0.0
3512,42.683,23.335,94402.06,18.89,78.51
2230,42.692,23.332,95490.52,30.39,31.83
2036,42.657,23.349,95077.6,25.85,40.09
3296,42.671,23.325,94668.22,19.32,53.2
2262,42.691,23.324,94333.05,19.12,76.07
3438,42.738,23.293,95833.18,22.55,53.49
3968,42.689,23.357,95445.7,28.27,32.89
3438,42.738,23.293,95832.95,26.42,35.45
3500,42.703,23.349,95466.83,22.1,70.69
3436,42.693,23.359,94158.17,25.89,55.71
3096,42.7,23.36,95657.55,26.33,31.68
3436,42.693,23.359,95471.61,26.52,31.49
2266,42.738,23.272,94640.7,16.59,93.36
2294,42.645,23.265,92478.17,32.46,35.83
2230,42.692,23.332,94802.95,28.39,33.13
2264,42.671,23.31,94106.64,23.16,60.58
2294,42.645,23.265,93210.26,21.37,58.04
1954,42.704,23.354,95114.52,28.19,37.98
2262,42.691,23.324,94300.39,20.04,71.86
3738,42.7,23.332,95253.7,31.62,24.61
3982,42.654,23.33,94770.49,24.05,0.0
3472,42.669,23.318,94509.92,32.3,29.4
3474,42.68,23.293,94988.75,20.45,59.43
3428,42.624,23.406,94693.41,31.33,36.21
3472,42.669,23.318,94901.34,30.86,28.56
2294,42.645,23.265,92489.88,21.59,60.92
1764,42.622,23.366,93775.23,21.48,67.75
3102,42.665,23.392,94199.36,30.18,41.76
1952,42.709,23.398,96107.0,24.78,46.41
2262,42.691,23.324,94854.63,26.31,51.6
2264,42.671,23.31,95040.91,34.08,33.9
3296,42.671,23.325,94682.92,23.06,65.37
2294,42.645,23.265,92555.6,29.43,33.87
1962,42.69,23.324,95497.84,24.28,58.42
2224,42.651,23.335,94989.34,29.98,42.95
3428,42.624,23.406,94981.22,33.25,35.25
2036,42.657,23.349,94939.73,14.6,83.19
3474,42.68,23.293,95252.91,31.09,30.18
2294,42.645,23.265,92904.34,14.83,68.97
2224,42.651,23.335,94875.79,27.94,37.11
2040,42.686,23.351,117638.84,-145.12,100.0
3102,42.665,23.392,94938.1,23.24,46.65
1764,42.622,23.366,93332.91,16.88,83.66
2228,42.693,23.333,95499.78,26.02,42.87
3438,42.738,23.293,95181.39,24.07,42.9
2294,42.645,23.265,93143.23,41.07,17.7
3092,42.666,23.284,94792.43,38.73,18.91
2232,42.685,23.301,94536.69,24.77,54.39
3092,42.666,23.284,95038.7,28.75,0.0
4477,42.629,23.301,92638.66,23.98,47.73
2038,42.694,23.32,94933.37,25.53,50.9
2264,42.671,23.31,95028.51,20.94,56.62
1962,42.69,23.324,95528.77,23.73,48.13
1962,42.69,23.324,94357.84,19.72,74.93
3296,42.671,23.325,94467.02,24.55,56.15
3436,42.693,23.359,94718.33,31.45,29.04
3836,42.702,23.371,94705.73,17.83,85.79
2264,42.671,23.31,95000.16,24.44,46.33
2234,42.685,23.356,95677.47,20.12,63.03
2228,42.693,23.333,94433.91,18.57,74.71
3836,42.702,23.371,94708.05,16.94,92.33
3474,42.68,23.293,94032.41,21.54,69.79
4358,42.703,23.373,95243.19,23.93,43.78
3500,42.703,23.349,94450.04,19.41,75.45
3474,42.68,23.293,95120.05,21.85,56.17
2266,42.738,23.272,95842.61,22.62,50.71
1954,42.704,23.354,94855.67,16.61,65.11
2292,42.663,23.273,94869.6,18.69,60.73
2224,42.651,23.335,95037.11,19.98,56.57
2294,42.645,23.265,93144.59,34.18,24.76
2266,42.738,23.272,95917.94,16.24,78.2
1952,42.709,23.398,96183.27,14.64,76.21
2294,42.645,23.265,93099.92,19.23,57.54
1952,42.709,23.398,96003.09,25.68,41.08
2036,42.657,23.349,94355.56,18.71,71.97
3642,42.694,23.36,95147.77,32.16,34.43
3096,42.7,23.36,95591.84,31.26,27.67
3472,42.669,23.318,94581.74,26.73,56.25
1954,42.704,23.354,95746.34,25.55,40.21
2228,42.693,23.333,95596.84,27.51,36.39
1954,42.704,23.354,94861.91,34.52,18.93
3474,42.68,23.293,94845.66,20.31,61.78
1952,42.709,23.398,95651.55,30.25,39.63
3472,42.669,23.318,94532.05,35.35,32.11
3512,42.683,23.335,93990.31,30.93,37.87
3500,42.703,23.349,94945.05,33.29,34.18
3096,42.7,23.36,94804.33,37.61,17.68
3642,42.694,23.36,95342.58,38.59,20.04
2224,42.651,23.335,93945.09,29.73,36.95
1846,42.64,23.31,93042.08,24.59,49.49
3474,42.68,23.293,94693.85,25.84,37.63
2230,42.692,23.332,95363.5,20.67,63.8
3102,42.665,23.392,95374.78,34.25,30.42
1846,42.64,23.31,93544.87,19.21,59.28
1962,42.69,23.324,95745.44,17.0,75.38
2216,42.664,23.373,95357.28,29.28,27.43
4467,42.665,23.278,94351.23,25.38,37.72
4475,42.654,23.316,93552.58,27.78,49.09
3432,42.71,23.419,95731.39,18.95,72.34
2038,42.694,23.32,95475.31,27.05,47.57
3432,42.71,23.419,95462.66,33.28,40.45
3296,42.671,23.325,93922.37,30.87,32.42
2038,42.694,23.32,94526.83,23.95,49.35
3472,42.669,23.318,93661.8,29.04,41.6
2228,42.693,23.333,94866.16,30.84,33.14
2266,42.738,23.272,95664.7,26.43,51.27
3428,42.624,23.406,95005.66,31.06,41.53
3982,42.654,23.33,93900.26,28.89,0.0
3982,42.654,23.33,94944.39,22.59,0.0
2228,42.693,23.333,95206.37,30.2,30.64
2230,42.692,23.332,95551.18,26.9,37.11
4467,42.665,23.278,93823.68,24.21,46.88
3738,42.7,23.332,95537.7,22.92,50.83
2294,42.645,23.265,92402.3,27.09,42.4
3968,42.689,23.357,95426.37,17.49,72.27
1952,42.709,23.398,95294.19,26.19,41.43
3500,42.703,23.349,94413.78,22.45,71.03
3512,42.683,23.335,95487.32,30.31,41.32
3512,42.683,23.335,94716.22,34.17,30.29
2607,42.66,23.319,94357.28,32.03,39.31
3642,42.694,23.36,93998.83,25.62,47.01
2038,42.694,23.32,95017.03,25.9,54.62
2228,42.693,23.333,95782.65,18.41,77.79
1764,42.622,23.366,94341.66,25.93,43.24
3296,42.671,23.325,94977.2,19.47,67.03
2228,42.693,23.333,95307.91,25.18,47.35
3500,42.703,23.349,94477.23,17.58,81.29
3438,42.738,23.293,95544.0,23.45,74.96
3620,42.678,23.254,94873.58,34.81,39.26
3982,42.654,23.33,94743.94,33.5,0.0
4471,42.698,23.291,94957.21,35.02,20.47
4467,42.665,23.278,94361.89,25.89,38.27
2036,42.657,23.349,94399.67,18.29,60.82
3474,42.68,23.293,95409.31,18.85,67.05
3642,42.694,23.36,94855.7,24.86,54.06
2224,42.651,23.335,95061.23,29.58,30.03
3092,42.666,23.284,95111.41,32.6,0.0
3328,42.675,23.356,95192.59,33.96,23.3
2264,42.671,23.31,94686.22,28.48,48.63
2264,42.671,23.31,95494.31,29.35,36.79
3500,42.703,23.349,95758.17,20.25,76.62
2266,42.738,23.272,95908.55,31.08,31.24
1846,42.64,23.31,93916.54,18.43,77.41
1764,42.622,23.366,93341.32,28.49,40.06
2232,42.685,23.301,94928.75,37.55,29.31
2232,42.685,23.301,95274.48,30.65,29.95
2224,42.651,23.335,94697.92,33.63,33.87
1962,42.69,23.324,94287.83,23.29,62.63
2323,42.686,23.4,94492.19,19.5,74.63
3102,42.665,23.392,94801.39,41.32,10.59
2228,42.693,23.333,95448.81,18.84,67.87
3642,42.694,23.36,95129.08,17.14,69.84
4358,42.703,23.373,94662.06,22.7,64.11
3982,42.654,23.33,93856.79,21.85,0.0
1846,42.64,23.31,94075.61,20.93,69.15
2230,42.692,23.332,94477.11,20.1,73.5
2262,42.691,23.324,94278.21,29.29,44.56
3432,42.71,23.419,95901.23,35.08,27.29
2266,42.738,23.272,94756.84,18.75,79.78
2036,42.657,23.349,94871.66,27.81,41.34
3102,42.665,23.392,94915.16,30.12,37.16
3102,42.665,23.392,95617.01,40.15,19.36
